Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,MonthlyCharges,Churn
No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,61.55,No
No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,90.7,No
Yes,Yes,58,Yes,No,Fiber optic,Yes,Yes,No,No,99.25,No
Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,91.7,No
Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,100.7,No
No,No,42,Yes,Yes,DSL,No,No,Yes,Yes,78.45,No
No,No,18,Yes,Yes,Fiber optic,No,No,No,No,84.3,No
No,No,56,Yes,No,No,No,No,No,No,19.55,No
No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,88.95,Yes
No,No,4,Yes,No,No,No,No,No,No,20.45,No
No,Yes,35,Yes,No,DSL,Yes,Yes,No,No,55.6,No
Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,86.8,No
No,No,31,Yes,No,No,No,No,No,No,20.95,No
Yes,No,67,Yes,No,No,No,No,No,No,20.05,No
No,No,4,Yes,No,DSL,No,Yes,No,No,50.7,Yes
Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,113.65,No
No,No,3,Yes,No,DSL,No,No,No,No,53.4,Yes
Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,101.9,Yes
Yes,Yes,2,Yes,No,DSL,Yes,Yes,No,Yes,59.5,No
Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,87.8,No
No,No,47,No,No,DSL,Yes,No,Yes,Yes,41.9,No
Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,83,Yes
No,Yes,12,Yes,No,DSL,Yes,No,No,No,69.85,No
Yes,Yes,8,Yes,No,DSL,No,Yes,No,Yes,56.3,No
Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,109.55,No
Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,Yes,92.15,No
No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,69.5,No
Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,97,No
No,No,70,No,No,DSL,Yes,No,Yes,Yes,58.35,No
No,Yes,1,Yes,No,DSL,Yes,No,No,No,50.6,Yes
No,No,10,Yes,No,Fiber optic,No,No,No,No,89.5,Yes
Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,70.4,No
No,No,1,Yes,No,Fiber optic,No,No,No,No,69.8,Yes
Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,94.3,No
Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,93.8,Yes
Yes,Yes,53,Yes,No,No,No,No,No,No,19.55,No
No,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,95.95,No
Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,101.05,Yes
Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,94.8,No
No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,107.75,No
No,No,11,Yes,No,DSL,Yes,No,No,Yes,54.6,No
No,No,2,Yes,No,Fiber optic,No,No,No,No,71.3,No
No,No,25,Yes,No,No,No,No,No,No,19.5,No
No,No,41,Yes,Yes,DSL,No,Yes,No,No,56.3,No
Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,94.7,Yes
Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,104.15,Yes
Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,90.55,No
Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,No,60.8,No
No,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,98.8,No
Yes,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,98.15,No
Yes,No,36,No,No,DSL,Yes,No,Yes,No,35.35,No
Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,103.15,No
No,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,107.75,No
No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,81.4,No
Yes,Yes,4,Yes,No,DSL,No,No,No,Yes,61.45,Yes
Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,95.7,No
Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,104.8,No
Yes,No,65,Yes,No,Fiber optic,No,No,No,No,70.95,No
No,No,1,Yes,No,DSL,No,No,No,No,44.95,No
Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,97.65,No
Yes,Yes,29,No,No,DSL,No,Yes,Yes,No,35.65,No
No,No,1,Yes,No,Fiber optic,No,No,No,No,90.55,Yes
No,No,67,Yes,Yes,DSL,Yes,No,Yes,Yes,85.25,No
No,No,1,Yes,No,No,No,No,No,No,19.5,No
No,No,26,Yes,No,Fiber optic,No,No,No,No,88.8,Yes
Yes,Yes,30,Yes,Yes,No,No,No,No,No,25.1,No
Yes,No,48,Yes,No,Fiber optic,No,No,Yes,Yes,100.05,No
Yes,Yes,55,Yes,No,DSL,Yes,Yes,No,No,55.7,No
No,No,7,Yes,Yes,Fiber optic,No,No,No,No,85.2,Yes
No,No,37,Yes,Yes,Fiber optic,Yes,No,No,No,91.15,No
Yes,No,31,Yes,No,Fiber optic,No,Yes,No,No,83.85,No
No,No,4,Yes,No,DSL,No,No,No,No,45.9,No
Yes,Yes,72,Yes,Yes,No,No,No,No,No,25.1,No
No,No,5,Yes,No,Fiber optic,No,No,No,No,91.4,Yes
Yes,Yes,1,Yes,No,No,No,No,No,No,19.7,No
No,No,15,Yes,No,Fiber optic,No,No,No,No,91.5,No
Yes,Yes,8,Yes,No,DSL,Yes,No,No,No,51.3,No
No,No,35,Yes,No,No,No,No,No,No,21.1,No
No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,104.75,No
Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,106.15,Yes
Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,85.75,No
Yes,Yes,2,Yes,No,No,No,No,No,No,20.3,No
Yes,No,65,Yes,Yes,Fiber optic,Yes,No,No,No,100.75,No
No,No,18,Yes,Yes,Fiber optic,No,No,No,No,74.15,No
No,No,23,Yes,Yes,DSL,Yes,No,Yes,No,78.55,No
No,No,4,Yes,No,DSL,No,No,No,No,45.3,Yes
Yes,No,70,Yes,No,No,No,No,No,No,19.85,No
No,No,4,Yes,Yes,DSL,No,No,No,No,50.7,No
No,No,19,Yes,No,DSL,No,No,No,No,45,No
No,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,77.8,No
Yes,No,38,Yes,No,Fiber optic,Yes,No,No,No,83.45,No
No,No,2,Yes,Yes,Fiber optic,No,No,No,No,73.25,Yes
No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,No,94.8,No
Yes,Yes,52,Yes,No,No,No,No,No,No,20.1,No
No,No,9,Yes,Yes,DSL,No,No,No,No,59.9,No
Yes,No,26,Yes,Yes,DSL,Yes,Yes,Yes,Yes,90.1,No
Yes,Yes,8,Yes,No,DSL,No,No,Yes,No,51.05,Yes
Yes,No,44,Yes,No,DSL,No,Yes,Yes,Yes,70.95,No
No,No,3,No,No,DSL,No,Yes,No,No,29.2,No
No,No,2,Yes,No,DSL,No,No,No,No,46.6,No
Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,85.35,Yes
No,No,1,Yes,Yes,Fiber optic,No,No,No,No,75.35,Yes
No,No,25,Yes,No,Fiber optic,Yes,No,No,No,74.3,No
Yes,No,2,Yes,No,Fiber optic,No,No,No,No,69.3,No
No,No,43,Yes,No,Fiber optic,Yes,No,No,No,75.2,Yes
No,No,1,Yes,No,No,No,No,No,No,20.9,Yes
Yes,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,94.3,No
Yes,Yes,59,Yes,Yes,DSL,Yes,No,Yes,Yes,76.45,No
No,No,44,No,No,DSL,Yes,No,Yes,No,54,No
No,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,104.25,No
Yes,Yes,68,Yes,No,No,No,No,No,No,19.95,No
No,No,9,No,No,DSL,No,No,No,No,24.95,No
No,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,84.75,No
No,No,4,Yes,No,No,No,No,No,No,19.75,No
No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,113.65,No
No,No,1,Yes,No,DSL,No,No,No,No,44.9,No
No,No,8,Yes,Yes,Fiber optic,No,No,No,No,75.25,No
No,No,53,Yes,Yes,No,No,No,No,No,24.6,No
No,No,51,Yes,Yes,No,No,No,No,No,25,No
Yes,Yes,11,Yes,No,No,No,No,No,No,20.95,No
Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,110.6,No
No,No,17,Yes,No,DSL,Yes,Yes,No,No,55.5,No
No,No,3,Yes,No,DSL,No,No,No,No,43.3,Yes
Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,109.5,Yes
No,No,1,Yes,No,No,No,No,No,No,19.45,No
No,No,43,Yes,Yes,Fiber optic,No,No,No,No,84.85,No
Yes,No,16,Yes,No,No,No,No,No,No,19.6,No
Yes,Yes,57,Yes,No,DSL,Yes,Yes,No,No,53.45,No
Yes,Yes,37,Yes,No,No,No,No,No,No,19.8,No
Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,112.1,No
No,No,11,Yes,Yes,Fiber optic,No,No,No,No,84.8,Yes
Yes,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,95.05,Yes
No,No,5,Yes,No,DSL,No,No,Yes,No,50.35,Yes
Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,74.6,Yes
No,No,16,Yes,No,No,No,No,No,No,19.7,Yes
Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,74.2,No
No,No,17,Yes,Yes,DSL,No,No,Yes,Yes,69,No
No,No,16,Yes,No,No,No,No,No,No,19.35,No
No,No,15,Yes,No,DSL,No,No,Yes,No,59.45,Yes
No,No,10,Yes,No,No,No,No,No,No,19.8,No
No,Yes,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,105.2,Yes
Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,109.2,No
No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,79.15,No
Yes,Yes,25,Yes,No,DSL,No,Yes,Yes,No,53.65,No
Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,100.2,No
No,No,8,Yes,No,DSL,No,No,No,No,45.15,Yes
Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,108.65,No
Yes,No,49,No,No,DSL,Yes,No,No,No,40.65,No
Yes,Yes,29,No,No,DSL,Yes,Yes,Yes,Yes,55.35,No
Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,105.6,No
Yes,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,93.8,Yes
No,No,50,Yes,Yes,Fiber optic,No,No,No,No,95.7,No
Yes,No,71,Yes,Yes,DSL,Yes,No,Yes,Yes,83.2,No
Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,90.05,No
No,No,71,Yes,Yes,Fiber optic,Yes,No,No,Yes,97.65,No
Yes,Yes,61,Yes,No,DSL,Yes,Yes,Yes,Yes,68.05,No
No,No,32,Yes,No,Fiber optic,No,No,No,Yes,96.2,Yes
No,Yes,1,Yes,No,Fiber optic,No,No,No,No,79.6,Yes
No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,102.1,No
No,No,62,Yes,Yes,No,No,No,No,No,23.4,No
No,Yes,7,Yes,No,Fiber optic,No,No,No,No,71.05,No
No,No,20,Yes,Yes,Fiber optic,No,No,No,No,85.25,Yes
Yes,Yes,6,Yes,No,No,No,No,No,No,19.45,No
No,No,33,No,No,DSL,Yes,Yes,Yes,No,59.45,No
Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,No,92.2,No
No,No,27,Yes,No,No,No,No,No,No,19.85,No
No,No,7,Yes,No,DSL,No,No,No,No,43.9,No
No,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,80.5,Yes
No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,89.8,Yes
No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,90.5,No
No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,90.45,No
No,No,1,Yes,No,DSL,No,Yes,No,No,50.75,Yes
No,Yes,53,Yes,Yes,DSL,No,Yes,Yes,Yes,84.6,No
Yes,Yes,14,Yes,No,Fiber optic,No,Yes,No,Yes,89.65,Yes
No,No,21,Yes,No,Fiber optic,No,Yes,No,Yes,99.15,No
No,No,17,Yes,No,No,No,No,No,No,19.95,No
Yes,Yes,16,Yes,No,No,No,No,No,No,20.5,No
No,No,35,Yes,No,DSL,No,No,Yes,No,62.1,No
No,No,32,Yes,No,Fiber optic,No,No,No,No,79.5,No
Yes,Yes,28,Yes,No,No,No,No,No,No,19.55,No
No,No,1,Yes,No,No,No,No,No,No,20.35,No
No,No,59,No,No,DSL,No,No,No,Yes,51.7,No
Yes,Yes,72,Yes,Yes,No,No,No,No,No,23.3,No
No,No,36,Yes,No,DSL,No,Yes,No,Yes,65.4,Yes
No,No,40,Yes,No,DSL,Yes,Yes,No,No,65.1,No
Yes,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,No,81.2,No
No,Yes,9,Yes,No,DSL,No,No,Yes,Yes,72.9,Yes
Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,74.5,No
No,No,3,Yes,No,Fiber optic,No,No,No,No,80.5,No
Yes,Yes,40,No,No,DSL,No,Yes,Yes,Yes,60.3,No
Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,75,No
Yes,No,34,Yes,No,Fiber optic,Yes,No,No,Yes,90.15,No
No,No,5,No,No,DSL,Yes,No,Yes,Yes,40,Yes
No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,99.45,Yes
Yes,No,9,Yes,Yes,DSL,No,Yes,Yes,No,69.05,No
Yes,Yes,31,Yes,Yes,DSL,No,No,No,No,59.7,No
Yes,No,50,Yes,No,No,No,No,No,No,19.85,No
No,No,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,86.25,Yes
No,No,1,Yes,No,DSL,No,No,No,No,45.65,Yes
No,No,8,Yes,No,Fiber optic,No,No,No,No,70.1,Yes
No,No,9,No,No,DSL,No,Yes,No,No,40.75,No
No,No,2,Yes,No,Fiber optic,No,No,No,No,70.2,Yes
No,No,3,Yes,No,DSL,Yes,Yes,No,No,55.35,Yes
Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,95.7,No
No,No,1,Yes,No,DSL,No,No,No,No,46.3,No
Yes,Yes,45,Yes,Yes,DSL,Yes,Yes,Yes,Yes,81.3,No
Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,84.2,Yes
Yes,Yes,55,Yes,No,No,No,No,No,No,20,No
No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No,66.15,No
No,No,2,Yes,No,DSL,No,No,No,No,45.85,Yes
Yes,Yes,38,Yes,No,No,No,No,No,No,19.6,No
No,No,34,Yes,No,DSL,No,Yes,No,No,49.8,No
Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,101.75,No
No,No,13,Yes,No,DSL,Yes,No,No,Yes,55.15,No
No,No,39,Yes,Yes,Fiber optic,No,No,No,No,75.25,Yes
No,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,103.95,No
No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,100.15,Yes
No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,99.65,No
No,No,21,Yes,Yes,Fiber optic,No,No,No,No,73.7,No
No,No,55,No,No,DSL,No,No,Yes,No,50.05,No
Yes,No,69,No,No,DSL,Yes,No,Yes,Yes,60.25,No
Yes,Yes,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,105.75,Yes
Yes,No,69,Yes,No,Fiber optic,Yes,Yes,No,No,87.3,No
Yes,No,18,No,No,DSL,No,No,Yes,No,48.35,Yes
Yes,Yes,47,Yes,Yes,DSL,No,Yes,No,No,54.25,No
Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,85.3,No
Yes,No,33,No,No,DSL,No,Yes,Yes,Yes,50,No
Yes,Yes,2,No,No,DSL,No,No,No,No,24.4,Yes
Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,90.95,No
Yes,No,37,Yes,No,Fiber optic,No,No,No,No,72.25,No
Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,96.1,No
Yes,No,71,Yes,No,No,No,No,No,No,19.85,No
No,Yes,23,Yes,No,DSL,No,Yes,No,Yes,55.3,No
No,No,16,Yes,No,No,No,No,No,No,20.1,No
No,No,9,Yes,No,DSL,Yes,No,Yes,Yes,69.5,No
Yes,Yes,17,Yes,Yes,No,No,No,No,No,25.15,No
No,No,4,Yes,No,No,No,No,No,No,20.95,Yes
Yes,No,1,Yes,No,DSL,Yes,No,No,No,49.55,Yes
Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,79.65,No
No,No,1,Yes,No,Fiber optic,No,No,No,No,71.25,No
No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,113.8,No
Yes,No,72,Yes,Yes,No,No,No,No,No,24.55,No
No,Yes,11,Yes,No,No,No,No,No,No,19.7,No
No,No,9,Yes,No,No,No,No,No,No,20.25,Yes
Yes,No,2,Yes,No,DSL,No,Yes,No,No,50.15,Yes
Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,100.5,No
Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,95.9,Yes
No,No,49,Yes,No,DSL,No,No,Yes,Yes,74.45,No
No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,104.1,No
Yes,No,53,Yes,No,No,No,No,No,No,19.05,No
No,Yes,39,Yes,Yes,No,No,No,No,No,25,No
No,No,9,Yes,No,No,No,No,No,No,19.05,No
No,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,81.9,No
No,No,8,Yes,No,Fiber optic,No,No,No,No,69.7,No
Yes,Yes,51,Yes,Yes,Fiber optic,No,No,Yes,No,90.15,No
Yes,Yes,71,Yes,Yes,No,No,No,No,No,25.35,No
No,No,71,Yes,Yes,No,No,No,No,No,24.65,No
Yes,No,70,Yes,No,No,No,No,No,No,19.55,No
No,No,1,No,No,DSL,No,No,No,No,25.25,Yes
Yes,No,38,No,No,DSL,Yes,Yes,No,Yes,60,No
Yes,No,28,Yes,No,Fiber optic,No,Yes,Yes,No,89.9,No
Yes,No,32,Yes,No,No,No,No,No,No,19.4,No
Yes,No,49,Yes,No,DSL,No,Yes,No,No,49.8,No
Yes,Yes,37,Yes,Yes,No,No,No,No,No,24.1,No
No,No,10,Yes,No,DSL,No,No,Yes,Yes,54.25,No
Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,109.9,No
No,No,7,No,No,DSL,No,No,Yes,Yes,35.5,No
No,No,51,Yes,No,Fiber optic,No,No,No,No,87.55,No
No,No,9,Yes,No,DSL,No,No,No,No,45.15,Yes
No,No,9,Yes,No,Fiber optic,No,No,No,No,88.4,No
No,No,4,Yes,No,DSL,No,No,No,Yes,50.8,No
Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,99,No
Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No,No,84.4,Yes
Yes,Yes,24,Yes,No,Fiber optic,No,No,Yes,No,96.55,No
Yes,No,22,Yes,No,DSL,Yes,No,No,No,59.75,No
No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,111.5,No
Yes,Yes,33,Yes,Yes,No,No,No,No,No,24.25,No
No,No,1,Yes,Yes,Fiber optic,No,No,No,No,75.1,Yes
Yes,No,54,Yes,Yes,DSL,No,No,No,No,70.15,Yes
No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,101.75,Yes
No,No,1,Yes,No,DSL,No,No,No,No,45.8,Yes
No,No,1,Yes,No,No,No,No,No,No,20.5,No
No,No,30,Yes,No,DSL,Yes,Yes,No,Yes,70.4,No
No,No,1,No,No,DSL,No,No,No,Yes,30.55,No
Yes,Yes,16,Yes,Yes,DSL,Yes,Yes,No,Yes,84.9,No
No,No,1,Yes,No,No,No,No,No,No,20.1,Yes
Yes,No,9,No,No,DSL,No,No,No,Yes,40.65,Yes
Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,101,Yes
No,No,1,Yes,No,Fiber optic,No,No,No,No,69.1,Yes
Yes,No,71,Yes,No,DSL,Yes,No,No,Yes,54.5,No
No,No,43,Yes,Yes,Fiber optic,No,No,No,No,75.35,No
Yes,No,50,No,No,DSL,Yes,No,No,Yes,44.45,No
No,No,13,Yes,Yes,Fiber optic,No,No,No,No,75,Yes
Yes,Yes,19,Yes,No,Fiber optic,No,Yes,No,Yes,100,Yes
No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,98.05,No
No,No,1,Yes,No,Fiber optic,No,No,No,No,71.15,Yes
No,No,24,No,No,DSL,No,Yes,Yes,No,54.15,Yes
Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,63.9,No
Yes,Yes,3,Yes,Yes,DSL,No,Yes,Yes,No,69.15,No
No,No,37,Yes,Yes,DSL,Yes,No,No,No,64.65,No
Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,108.75,Yes
Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,98.85,No
Yes,No,6,Yes,No,DSL,No,No,No,Yes,49.15,Yes
Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No,89.6,No
No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,83.25,No
Yes,No,30,Yes,No,DSL,No,Yes,Yes,Yes,70.25,No
No,Yes,20,Yes,No,No,No,No,No,No,19.4,Yes
Yes,Yes,27,Yes,Yes,No,No,No,No,No,24.5,No
No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,79.15,Yes
No,Yes,9,Yes,No,No,No,No,No,No,20.1,No
Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,No,73,No
Yes,Yes,69,Yes,Yes,DSL,Yes,No,No,Yes,61.4,No
No,No,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,84.3,No
Yes,Yes,69,Yes,No,No,No,No,No,No,19.9,No
No,No,11,Yes,No,No,No,No,No,No,20.4,No
No,No,1,Yes,Yes,DSL,No,No,No,No,50.75,No
Yes,Yes,10,Yes,No,No,No,No,No,No,20.45,No
Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,75.75,No
No,No,44,Yes,No,DSL,Yes,No,No,Yes,65.4,No
Yes,No,46,Yes,No,Fiber optic,No,No,No,No,80.4,Yes
Yes,Yes,69,Yes,No,DSL,Yes,Yes,Yes,No,59.75,No
No,No,11,Yes,No,Fiber optic,No,No,No,No,78.5,No
Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,102,Yes
No,No,29,Yes,No,DSL,No,No,Yes,No,48.95,No
Yes,No,57,Yes,Yes,Fiber optic,Yes,No,No,No,99.65,No
No,No,28,Yes,No,No,No,No,No,No,18.25,No
No,No,42,Yes,No,DSL,Yes,No,Yes,No,54.55,No
No,No,2,Yes,No,No,No,No,No,No,20.65,Yes
No,Yes,23,No,No,DSL,Yes,Yes,No,Yes,40.65,No
Yes,Yes,18,Yes,No,No,No,No,No,No,20.45,No
Yes,Yes,62,Yes,Yes,No,No,No,No,No,24.8,No
No,No,1,Yes,No,Fiber optic,No,No,No,No,70.8,Yes
No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,89.05,Yes
No,No,3,Yes,Yes,Fiber optic,No,No,No,No,96.6,Yes
No,No,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,88.8,No
No,No,62,Yes,No,No,No,No,No,No,20.05,No
Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,104.5,Yes
No,No,2,Yes,No,Fiber optic,No,No,No,No,69.8,No
Yes,Yes,23,Yes,Yes,DSL,Yes,No,Yes,Yes,77.15,No
No,Yes,25,No,No,DSL,Yes,No,No,Yes,35.05,No
No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,108.1,No
Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,84.05,No
No,No,8,Yes,No,No,No,No,No,No,20.2,No
No,No,5,Yes,Yes,DSL,No,No,No,No,50.6,Yes
No,No,35,No,No,DSL,No,No,Yes,No,49.2,No
No,No,24,Yes,Yes,No,No,No,No,No,24.6,No
Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,71.65,No
Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,104.9,No
No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,106.5,No
No,Yes,4,Yes,No,DSL,Yes,No,No,No,49.35,Yes
No,No,26,Yes,No,Fiber optic,No,Yes,No,No,75.5,No
No,No,7,Yes,No,Fiber optic,No,Yes,No,No,94.25,Yes
Yes,No,1,Yes,No,Fiber optic,No,No,No,No,68.95,Yes
Yes,Yes,4,Yes,Yes,DSL,No,Yes,No,Yes,58.5,No
No,No,48,Yes,No,DSL,No,Yes,Yes,Yes,78.9,No
No,No,2,Yes,Yes,Fiber optic,No,No,No,No,93.85,Yes
Yes,No,12,Yes,No,DSL,Yes,No,Yes,Yes,79.2,No
Yes,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,109.45,No
No,No,55,Yes,No,DSL,Yes,No,Yes,Yes,59.2,No
No,No,1,No,No,DSL,No,No,No,Yes,29.15,No
No,No,1,Yes,No,No,No,No,No,No,20.05,No
No,No,4,Yes,Yes,Fiber optic,No,No,No,No,76.05,Yes
No,No,1,No,No,DSL,No,No,No,No,24.45,Yes
No,No,42,Yes,No,DSL,No,No,Yes,Yes,66.5,No
No,No,1,Yes,No,DSL,Yes,No,No,No,49.55,No
No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,89.35,Yes
No,No,3,Yes,No,Fiber optic,No,No,Yes,No,73.6,No
Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,82.65,No
No,No,15,Yes,Yes,DSL,No,No,No,No,49,No
Yes,No,4,Yes,No,Fiber optic,No,No,No,No,80.35,Yes
No,No,11,Yes,Yes,No,No,No,No,No,25.2,No
No,No,5,Yes,Yes,No,No,No,No,No,25.45,No
No,No,1,Yes,No,DSL,Yes,No,Yes,No,55.8,Yes
Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,110.9,No
Yes,No,55,Yes,Yes,Fiber optic,No,Yes,No,No,77.75,No
Yes,Yes,40,Yes,Yes,No,No,No,No,No,26.2,No
Yes,No,57,Yes,No,No,No,No,No,No,19.9,No
No,No,1,Yes,No,Fiber optic,No,No,No,No,79.05,Yes
Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,95,Yes
No,No,1,No,No,DSL,No,No,No,No,25.2,Yes
Yes,Yes,52,Yes,Yes,DSL,No,Yes,Yes,No,80.85,No
No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,98.4,Yes
Yes,No,43,Yes,No,DSL,No,No,No,No,56.35,No
Yes,Yes,47,Yes,No,No,No,No,No,No,19.3,No
No,No,3,Yes,Yes,DSL,No,No,No,No,50.4,No
Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,79.4,Yes
Yes,Yes,55,Yes,No,DSL,No,No,Yes,Yes,55.25,No
